reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
397f1f00-7764-40f2-b444-5809cc3099c9,Nico Saputra,https://play-lh.googleusercontent.com/a-/ALV-UjWOR2W-Kc8SSBlli3Wd04fSDujKwiaCDzNWu23fX15xmMv622sh,"Paketku lama nyampe, 2 minggu lebih. Malah status ilang. Padahal ukurannya lumayan gede gaa kecil. Payah JNT kirain teliti dan aman. Mana paketku penting juga isinya. Bintang minus 5",1,3,V3.27.2,2026-03-16 15:12:08,,,V3.27.2
1bdae415-0c61-4952-aa26-25f64a7d9183,Fatma Mei Cahyani,https://play-lh.googleusercontent.com/a/ACg8ocIeWr4TzJ3hn2ZuYO1vC60THFnJsmPTi9L27d3Nys_IxGCy9A=mo,Ekspedisi ga jelas yg pernah gua pake. Pengiriman lama banget udh mau sebulan belum ada pergerakan. Gak mau berprasangka buruk awalnya cm kalau gini bikin nethink tuh barang hilang.,1,2,V3.27.3,2026-04-04 17:53:32,,,V3.27.3
6c7fbdc0-dd30-4629-9da1-5bff6067f793,Rany Sulistiani13,https://play-lh.googleusercontent.com/a-/ALV-UjUN45DpGzZx8JG0JbL69hE-mLIyJWD8OqxlIwvoPibwlIMvCjY,"overall bagus untuk apk. tpi yg bikin ratingnya turun adalah kurir yg di daerahku. tdk prnh konfirmasi apa², paket sdh sampe di kantor tdk dikirim sampe berhari², kadang paket sengaja tdk dibawa dgn alasan ""buru buru"", COD 57rb tiba² jdi 67rb alasannya ""dari apk munculnya nominal segitu"". tolong yah J&T pelayanan kurirnya lbh ditingkatkan dan lbh disiplin",3,1,V3.27.2,2026-03-17 15:16:10,,,V3.27.2
02709926-698c-481b-9e9c-4f4fbff65ee7,Aldha Gita Prapadani,https://play-lh.googleusercontent.com/a-/ALV-UjWGzauWIiCS7ReY014qetrVvbpEREekTeCu6mBhLmva16sZ6QeW_A,"Barang sampai ngendap dari tanggal 8 Maret 2026 sampai 16 Maret 2026 di Jember Transit, lokasi penerima Bondowoso, setelah saya datangi Jember Transitnya, paket tidak ada resinya, kan aneh, jelas ini kelalaian dan ketidak profesionalan pihak j&t, not recommended.",1,2,V3.27.2,2026-03-17 19:27:38,,,V3.27.2
6447e449-3fb4-4d8c-bafc-1e4e46a4cf27,Devvy Christyna,https://play-lh.googleusercontent.com/a-/ALV-UjUGbIFPAoxmvH78pLcAXFIDmLVs82Z2LG3MJ_dLAAIMaXH7UEM,"Sering pake apk ini tp masih ada salah satu staff yg suka minta uang. Padahal ongkir udh dibayar tp tetep di tagih? Heran gmn si mereka ngatur nya, bukan perkara nominal tp etika dan kejujuran nya ga bgt.",2,0,V3.27.3,2026-04-08 09:08:19,"Hi Kak Devvy Christyna. Mohon maaf ya Kak atas pengalaman yang Kakak alami.
Mohon dapat dibantu share nomor resi paket Kakak melalui WhatsApp kami di +62 811-8466-188 atau melalui email di jntcallcenter@jet.co.id ya, Kak. Kami akan segera tindak lanjuti kendala yang dialami. Terima kasih sudah mempercayakan pengiriman ke J&T Express.",2026-04-08 15:03:31,V3.27.3
ce56a832-8c55-4ed5-8470-774872462751,Melly Ariska,https://play-lh.googleusercontent.com/a-/ALV-UjVFPynYNJGfWOpUvK8BhccEnaWsW--UahQIEHIoNxIElDTPw48,"sangat² mengecewakan sekali sungguh kecewa, kirim paket cuma antar kabupaten di Palembang. kok bisa² nya di kirim Sampek ke Jambi Sampek Padang, apalagi paket itu isinya kue kering jelas hancur lah, sangat mengecewakan sekali. tolong di perbaiki sistemnya jangan seperti ini",1,3,V3.27.2,2026-03-16 08:40:57,,,V3.27.2
db30744f-90bb-4e13-9450-586b72904f9a,Dandi Virgialdo,https://play-lh.googleusercontent.com/a-/ALV-UjXyrZigeMmwJ-bQ8VBaqxrYiWOe8-E05ebyZWxMhqpwmsLNAQMz,"2 kali paket dikembalikan dengan mengatasnamakan pembeli tidak mau menerima barang, padahal barang tidak pernah dikirim, saya tidak pernah bertemu kurir, dan tidak ada konfirmasi sebelumnya",1,6,V3.27.3,2026-03-25 10:01:47,,,V3.27.3
f847334d-6251-4ccf-a6ba-298374d5b08a,cintah,https://play-lh.googleusercontent.com/a-/ALV-UjXC1zNktYCuNa6CarnaMn7mfnc5SVBev345V35w2DzX2n2H5XBb,"Hati2 ini penipuan, JANGAN PAKAI APLIKASI INI,, jangan sekali2 kirim lewat aplikasi ini yaa..dia hanya mengambil biaya pengiriman tanpa benar2 mengirim paket.SEMUA KONTAK PALSU, dari mulai customer service sampai alamat email yang diberikan tidak bisa dihubungi.. jangan sekali sekali donlot ini ya. HATI2 JUGA DATA DIRI KITA SUDAH DIREKAM OLEH APLIKASI INI.",1,6,V3.27.3,2026-03-18 22:01:28,,,V3.27.3
a62b0b65-ea09-4fe3-874f-1c3e032054e2,Iwan Priyatna,https://play-lh.googleusercontent.com/a-/ALV-UjV_V7myM12U0IJc-H0tPbTY53UgUrDQK8ASgYXrOD6PlcU2snwM,"ada aj kesalahan yg dilakukan setiap waktu pasti ada aj kesalahan dalam pengiriman sehingga membuat telat sampai diterima ke alamat tujuan, masa pengiriman sesama pulau Jawa saja dr tgl 6 Sampai sekarang belum sampai? seolah² dikirim dr luar pulau antah berantah.. di tracking malah keterangan salah penyortiran..",1,7,V3.27.2,2026-03-11 18:06:39,,,V3.27.2
2d39cf9c-dd68-4ea7-a3ec-97c9d29b002c,Azifatul fitriyah,https://play-lh.googleusercontent.com/a/ACg8ocI5SDqy8OHYdnICpn4UHS4kUVVlClJ5yaQxG-Yj9XOO1ssLOA=mo,"kecewa banget jnt sekarang kerjanya buruk, paket baru sampai gudang belum di kirim ke alamat ngak ada konfirmasi apa², dan langsung di retur,, padahal paketnya di butuhkan banget dan dapat harga promo murah banget potongannya, tp di retur gitu aja sama jnt ngak ada konfirmasi dan ngak mencoba di kirim ke alamat yang ada😡😡",1,6,V3.27.2,2026-03-06 14:29:18,,,V3.27.2
8eb04ace-b2fd-4d99-901f-bec82eea1def,Dela Rahmawati,https://play-lh.googleusercontent.com/a-/ALV-UjW2x3zX_5w0sx7v6-UZ-LGPv4fzilg6F_pGOmE5tDwq4fZ6Rrtv,"paket saya ngga di pickup-pickup udah hampir 4 hari terus, di aplikasi ngga di cantumkan nomor kurir buat bisa di hubungi, banyak banget kendala, kecewa berat sama jnt",1,7,V3.27.2,2026-03-07 12:20:51,,,V3.27.2
bec0b12d-8977-4335-8016-28179b28aafc,Ita Sari,https://play-lh.googleusercontent.com/a/ACg8ocJrMxyDFmSaDniH_8WWtSelr0m0Fedc00EOVsmKZOB28ATcag=mo,"Paket ku sudah nungu sampai 3 minggu tiba-tiba kurir WA tengah malam bilang diretur karena udah coba tiga kali pengiriman saya ga ada dirumah . BOHONG!!!! . Saya dirumah 24 jam, memang mereka aja yang gak pernah datang. main asal retur aja tanpa konfirmasi. nggak amanah dan nggak profesional.",1,5,V3.27.2,2026-03-07 14:12:10,,,V3.27.2
0ca6ae01-a2a6-423f-bf94-65a1fe1ea806,Adrian Setiawan komile,https://play-lh.googleusercontent.com/a/ACg8ocJRM_ZQISZBmdVawIdtovzomMll1oqDIcm0RZGCpI5BsG30YQ=mo,"Pelayanan dan pengiriman paket di J&T Express sangatlah mengecewakan, awal pesan paket lewat Jasa kirim J&T Express sangat cepat.. pesan yang ke 2-3 kalinya malah lambat Pada hal toko dan Jsa kirim sama kaya di awal pesanan dan untuk pelayanan CSnya buruk Slow respon👎👎",1,7,V3.27.2,2026-03-07 08:05:03,,,V3.27.2
c7001e7a-806e-4a3a-a0cc-f4db602bc698,Yuni Astuti,https://play-lh.googleusercontent.com/a/ACg8ocInJguqhFmWI98EblET4xScyNr5_E5hUL3LTgg7co8vbwnmyA=mo,paket saya belum diterima tapi di aplikasi tiba-tiba ada keterangan ditolak. setelah itu saya komplen k jnt nya. malah keterangannya diterima. kan aneh ya. saya belom Terima sama sekali. parah banget kurir balaraja yang pengantaran k PIK. Kurir menipu. merugikan customer dan penjual banget.,1,8,V3.27.2,2026-03-08 08:38:25,,,V3.27.2
30fdaf94-7dc2-4771-b44e-c822d696460a,SKYclubTM 21,https://play-lh.googleusercontent.com/a-/ALV-UjV9geHFgw_KVwvLg17RPp17MHL-62NnkOU3pI8uKJQT_l6EVY4,"order paket di cancel di drop point dan harus input data lagi, masalahnya uang yang sudah dibayar dan dicancel ga pernah balik!! sistem refundnya gak jelas",1,4,V3.27.2,2026-03-10 15:34:28,,,V3.27.2
2ead1b1a-1a1d-469e-a40f-05d84287dc5e,alfiatur rohmaniah,https://play-lh.googleusercontent.com/a-/ALV-UjXD0m1hzheI5PtkPBGlp2SaxWKxjEyiQr564zwKam5s4fyYenad,"kirim paket ga samapi2, di sistem ga update, di dayengin ke outlet di lempar sana sini, setelah itu hampir 2minggu paket dinyatakan gilang, diganti ruggi cuma 10x ongkir. baek2 deh jnt semoga aja ga bangkrut. kalo cara kerjanya model gini",1,76,V3.27.2,2026-02-18 10:25:07,,,V3.27.2
f8805dc9-3ed9-4cc0-9db8-c63116cde121,shifa putri,https://play-lh.googleusercontent.com/a-/ALV-UjV8hVYCZnvDAYi-MdEcCgVNWA1qjJzzFOSxstwUJEFY2rxfABqU,"tidak bisa bertanggung jawab dengan paket yang tidak sampai"" hingga 1 bulan lebih, kurir nya sangat tidak bertanggung jawab atas paket yang dikirim, status nya sampai tapi tidak ada bukti foto kalau paket sampai",1,6,V3.27.2,2026-03-08 11:25:03,,,V3.27.2
091097a8-a21f-4b60-8dca-056fa50dd8aa,Jesicca Anastasia,https://play-lh.googleusercontent.com/a/ACg8ocJzEnh2hEkrodlCfiANBvTwHodndqYZ5zCbek86yf5a0N79Kg=mo,"Baru kali ini saya kecewa sekali dengan pelayanan ini. di tunda 3x pengiriman ke alamat tujuan saya masih okay2 saja karena saya mengerti faktor cuaca asal paket itu sudah berada di kota tujuan. tetapi yang membuat saya marah dan kecewa, paket yang harusnya saya terima pertgl 19 February, eh dalam sehari paket saya bisa ada diluar pulau. dan sampai skarang tidak ada pergerakan sama sekali paket saya ada dimana. 🤬🤬🤬",1,16,V3.27.2,2026-02-25 11:47:11,,,V3.27.2
28f67522-baf2-475b-9fd8-81b6b2eaedcf,Ratulangi,https://play-lh.googleusercontent.com/a-/ALV-UjW6LuHe3MUf9A5lxOeW25DRT-Nu4rUfS3wjnOxC4uJkQExKaNaw0g,"akhir2 ini Jnt pengiriman selalu bermasalah, paket yang tujuannya dekat malah mutar jauh, yg biasa sampai dlm 3 hari malah jadi 1 Minggu kadang lebih",3,2,V3.27.2,2026-03-04 18:22:55,,,V3.27.2
02b583e1-4ac7-40b9-8a65-e28e69f453c4,Usman Susanto,https://play-lh.googleusercontent.com/a-/ALV-UjVzOaOpL8vEM0un9eE3HSEIN16yrWHa7VuiXmLHPfMa8LO1x_o,"paket sya udh setengah bulan belum terkirim, kbrnya hilang. tapi tidak ada yg bertanggung jawab. untuk itu sya sangat kecewa terhadap jnt. sya sdh kesana kemari komplen, capek sendiri tidak ada titik temunya. Kecewaaaaa",1,32,V3.27.2,2026-02-19 08:58:31,,,V3.27.2
361300ac-ee00-4b55-b53c-e0d31d818b2a,Alvina Septhia,https://play-lh.googleusercontent.com/a/ACg8ocLR1C4tbrnuwDLmY4m6pbJPgpxL1LOUwZeI-Gx5BRzP5Ukr4w=mo,sistemnya makin ga jelas. paket saya estimasi nya udah lebih 1 minggu ga sampe sampe. aduan ke customer service yang bales malah AI. ga di update sama sekali pergerakan paket nya,1,8,V3.27.2,2026-02-27 20:44:55,,,V3.27.2
6467f4d0-482c-4f5c-92be-b5ee2a16668e,Pipit Wae,https://play-lh.googleusercontent.com/a/ACg8ocIh_UlsFq31RCv6FLQb7uUZ7yvw2eGF4Gi5GL43gHaZ09vH_A=mo,"paket saya dari bulan mei 2025 sampai sekarang belum juga sampai, sudah menghubungi call center jnt berkali kalai tdk ada kejelasan, paket dinyatakan hilang tp tidak ada penggantian sama sekali, kecewa si",1,1,V3.27.3,2026-04-05 16:52:27,,,V3.27.3
ba1ef4ea-cbbe-4a5d-80f1-ebf39ccbe71b,Niky Oktavianus Pagiling,https://play-lh.googleusercontent.com/a-/ALV-UjWftHtABsvo1Atd1-gYPMBFVHan-K9Zdrmd_rKrUg3nXODE7aI,Kurir paling lelet gak sesuai estimasi yang harus nya 3-4hari sampai pakai spx expres kalau make jnt bisa 7-10 hari tiba itupun reguler/standar kalau economy bisa 2-3 minggu tiba bukan main,1,3,V3.27.3,2026-03-30 17:09:48,,,V3.27.3
a0f7a7b0-598e-4369-9dcd-50e9933ba47e,Yung antique Stone2,https://play-lh.googleusercontent.com/a/ACg8ocLEX7Wz5yzKaCkzuVcqzGw-eFTcDHktV-d7qSSpORZGwtiUVg=mo,"iklan nya seh bagus tapi kenyataannya 0 besar. barang sering hilang. cek status barang Uda digudang,tapi seminggu baru dikirim,itu pun tiap hari di TLP baru di kirim.",1,4,V3.27.2,2026-03-06 18:22:03,,,V3.27.2
fec8eed0-ca52-45e7-b14e-3f07b4e9d118,Galuh Pebriyanto,https://play-lh.googleusercontent.com/a-/ALV-UjXJR65uGp8VDViqjQGW-ghUj6oYOH6-QMINI8DM96K7HVu0Gq7_WA,ekspedisi pengiriman jelek. paket sampe lewat estimasi sampai. alesan penerima menolak paket padahal udh konfirm ke penerima gada konfirmasi cht dari kurir berhari-hari di tunda dg alesan yg sama. berakhir di return kembali ke pengirim suruh bayar biaya lg. ekspedisi sistem bobrok cs pada jutek jelek semua nya. BOBROK PARAHH!!!,1,7,V3.27.2,2026-02-24 22:32:41,,,V3.27.2
0f3b6dcb-ceed-445c-80fe-72491f33ca5a,mnda mlda,https://play-lh.googleusercontent.com/a-/ALV-UjX1-Mjk0P1oBKLo2DuHUwhgQ-Q6JRaBtYtdbr9O8-ztuslqCek,"Pelayanan sangat buruk. Estimasi pengiriman tidak akurat, paket bisa tertunda tanpa alasan jelas. CS hanya copy paste jawaban template, tidak benar-benar membantu. Admin cabang tidak responsif. Sangat tidak direkomendasikan.",1,2,V3.27.3,2026-03-29 14:41:05,,,V3.27.3
19f13895-3e7e-4d70-a994-3fc5cca2de31,mang adi,https://play-lh.googleusercontent.com/a-/ALV-UjXD3VFNNimAwIKFQZ59hertoBk477epwS010_Q_K0kL4katXjY,"paket sudah hampir 1 bulan tidak jelas keberadaan tapi dari pihak JNT tidak update di sistem sehingga tidak bisa klaim pengembalian dana, kalau bisa ingin memberi bintang -5 untuk pelayanan JNT",1,2,V3.27.3,2026-03-20 10:03:11,,,V3.27.3
bba9bb14-8df1-4865-b1cc-e55eb750f415,Thn,https://play-lh.googleusercontent.com/a/ACg8ocLX5GaMbedMqVLjjCGGoziCjdfzujaXwAKzwAmO6RsCiFptaA=mo,"bukan cuman sekali dikecewakan dengan estimasi yang tidak konsisten. berturut-turut pengiriman tertunda dengan alasan yang sudah dilampirkan. maaf saat ini bintang 1, sudah lelah dengan 19 juta alasan.",1,2,V3.27.2,2026-03-19 10:59:27,,,V3.27.2
d7089886-8744-489f-9161-f513bec3d565,YOOL KOOK,https://play-lh.googleusercontent.com/a-/ALV-UjUDsSUyrqLR-iE7goWSY67MRL8ikWDaVJLwv5daWmDjX4EtPco,"aplikasi nge hang diawal layar, bener bener hanya putih, sering terjadi, tolong diperbaiki.",1,0,V3.27.3,2026-04-08 19:29:01,"Dear, Kak YOOL KOOK. Terima kasih sudah menyampaikan kendalanya dan mohon maaf atas ketidaknyamanan Kakak. Masukan dari Kakak sangat membantu kami untuk terus memperbaiki layanan dan sudah kami teruskan ke tim terkait untuk ditindaklanjuti.",2026-04-09 14:14:46,V3.27.3
5e9de4ad-4982-4b4d-9b3d-63572a96334f,gajali Al,https://play-lh.googleusercontent.com/a-/ALV-UjVxo6Lhdp3WlSJdiogGv0yBtbNQZJEzlEDyUcmQ0ccVmdMuqmRu,"di daerah tempat kami parenggean lama antri, bisa gak sih gnti aja pengirim ya jgn lewat jnt lgi untuk tiktok dan lain"".",1,3,V3.27.2,2026-03-20 13:46:50,,,V3.27.2
77168a1a-a74b-4ba3-ba1d-8e201ba248c5,Nino Jetbus,https://play-lh.googleusercontent.com/a/ACg8ocKDR3_HAEPE8AwKm3Qo2fNP6Aw8HenAXd4XSeh8qN_-tMKKPQ=mo,"ekspedisi tolol,, pengiriman udh lewatin estimasi,,,lama bgt sampenya padahal sama sama Bekasi pengiriman nya tapi udh lebih dari 1 minggu",1,2,V3.27.3,2026-04-01 00:37:36,,,V3.27.3
a031886a-e539-49da-968f-bb04d8db2f37,Syawal 244,https://play-lh.googleusercontent.com/a-/ALV-UjWB1xcRgoJp7-UaKRCsCqEZXfLmL2HAeomLBwzepJjIdzVaa60,kenapa ya aplikasi nya error terus ga bisa lihat alamat produk nya dan kadang ga bisa Nemu barang yg mau di pesan,1,2,V3.27.3,2026-03-19 17:42:59,,,V3.27.3
d5a114a5-4362-4da6-8b17-677a84e05816,Andika Rizki,https://play-lh.googleusercontent.com/a/ACg8ocI-7IKAf6TV0YB-sJINZE0QwSMfUadCUGL8pBbJlkz0d_Qu3g=mo,"untuk selama ini Tidak pernah ada masalah dalam kirim paket, apalagi semenjak ada aplikasi, ongkir jadi lebih murah, ini POV saya sebagai seller",5,2,V3.27.3,2026-03-15 12:01:21,,,V3.27.3
4635b1fd-2bc1-4506-a31a-d532ebaaf34f,Tonyoops 12,https://play-lh.googleusercontent.com/a/ACg8ocKEjdb1VOQJrMFMrji4UY8to8c9p6coOChbLM-3p7GGDp3nvg=mo,J&T sekarang kacau pengiriman paket lama banget tertahan terus di gudang alasanya selalu menunggu konfirmasi untuk delivery berhari hari kaya gitu terus ga di kirim kirim,1,1,V3.27.3,2026-03-30 18:46:05,,,V3.27.3
99859f7d-85e2-4233-8c5e-deacddeb726f,Shofitri wlndari,https://play-lh.googleusercontent.com/a-/ALV-UjW_Om7XKknWSB4TbMXhneXb3M3-BTmF2S1R0vVOCWqPTWD22Usm,ekspedisi pengiriman jelek. paket sampe lewat estimasi sampai. alesan penerima menolak paket padahal udh konfirm ke penerima gada konfirmasi cht dari kurir berhari-hari di tunda dg alesan yg sama. berakhir di return kembali ke pengirim suruh bayar biaya lg. ekspedisi sistem bobrok cs pada jutek jelek semua nya.,1,4,V3.27.2,2026-02-24 22:26:45,,,V3.27.2
566a2dfe-5462-4e54-997b-d9e05919e6b4,BY REZA CHYBER,https://play-lh.googleusercontent.com/a/ACg8ocIuSuVNe6dXj5tVDCrP_v9XTCx0pCzK07GikudklD-ny3AM_g=mo,itu paket saya kenapa di lempar lempar sih padahal di aplikasi pemesanan nya itu sudah pasti di tanggal 1 aprl ini JNT gak konsisten mending somasi aja gak ada etikad baik nya,1,4,V3.27.2,2026-03-01 20:34:37,,,V3.27.2
1d8d3401-9e0d-42db-b739-6f8724178aa2,Ihya 1910,https://play-lh.googleusercontent.com/a-/ALV-UjW9vq7HNl-1-3vdTECf_ybKRZd2LdjJvqegsy9DIiD1BO3lV5mV,"Entah apa yang merasukimuuuu..... konyoll bngt.. paket dari Jawa Timur ke bandung udh di Ngamprah malah mau kesurabaya laGi 24-05-24 lagi dan lagi... paket make jnt Yes kok lebih buruk dari yang reguler.. belum sampai"" sudah jalan 4 hari status gak diupdate"" kalo ga komplain.. gimna sihhh 05-03-26",1,4,V3.27.2,2026-03-05 20:02:51,,,V3.27.2
6744e1bf-5d7c-45d0-af11-50e805c987a5,Waode Sariati,https://play-lh.googleusercontent.com/a-/ALV-UjV3j2C5Qu31o9XcOHoBBNyH0ZxpUO1G_dKD96aBA8N4toOS6Is,"kalau bisa ada penilaian bintang bagi kurir pengantaran karna seperti di Shopee supaya kurir tidak malas""san paket tiba sudah 3hari tapi tidak pernah di antar",1,3,V3.27.2,2026-02-28 15:21:57,,,V3.27.2
b9f9ead4-5373-43a1-ae4c-7fbad17638e0,wiwin,https://play-lh.googleusercontent.com/a/ACg8ocJDCjeYs81eP-Ku4LQYd_qn-dYIV0tP9ke7GEYAkMTRbRv0ZA=mo,"jnt kalo kerja seenaknya aja ini, kok bisa paket yg harusnya dateng 2 hari malah bisa sampe 1 minggu baru nyampe. cs ngomong gjelas gada solusi sama sekali cuma bisa suruh nunggu huuuu...payah bnget. mending jnt gausah kerja lagi kalo pelanyanannya kyak gini",1,3,V3.27.2,2026-03-05 17:49:03,,,V3.27.2
8ed3c216-f3ed-4888-9082-7d2df1f3bb1f,Samsung Lahat,https://play-lh.googleusercontent.com/a/ACg8ocJ7RrmXiOuQDj-eDGZ3OxJ-3dLZWXvX4s-T-q-FNqUL4E7pRA=mo,"tidak disarankan memilih jasa kirim ini, barang saya sudah melebihi batas estimasi waktu namun barang tetap tidak berjalan sudah 3 hari",1,7,V3.27.2,2026-03-07 04:21:38,,,V3.27.2
c87a9886-049c-4e04-9104-1c2d6b49c5b3,Amna Sofia,https://play-lh.googleusercontent.com/a-/ALV-UjWLCJ_To2DbDIwdqV5bOydE3QbJ7Wn3zvKxAMd3_ZAY1__ve2ZYJg,ada resi d lacak tidak d update. dri tgl 12januari 2026 skrang udah tgl 28 feb 2026. hilang tapi tidak ada kejelasan? pergantian cuma 10x ongkir (itu juga dari cabang awal pengiriman tidak d infokan ada asuransi). hanya merugikan sepihak tidak sesuai nilai barang yg d kirim. semoga masih d percaya sama rakyat indonesia.,1,3,V3.27.2,2026-02-28 11:29:22,,,V3.27.2
