reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,label
250a4f00-7b64-4680-9d27-ca7291e931eb,Adelia Nurizkia,https://play-lh.googleusercontent.com/a/ACg8ocJn258HZ2294BmXRGtI3RZKuumO7Q59TiF3j0HweVK6OS24tw=mo,paket dari bumiayu ke sumedang udah seminggu ga sampe sampe mana dokumen penting banget lagi giliran ada laporan paket telah di terima di jakarta gua gatau lagi mo bilang apa ke J&T mohon tanggung jawabnya!,5,0,,2026-02-27 19:03:15,,,,0
8d0769c6-89a9-434d-9930-a696f088447d,Evi Nurul Jannah,https://play-lh.googleusercontent.com/a-/ALV-UjVWO8bsHdoUDM0SSRb4VhB4Rk-s1Lm0NNZlGDwTvpazar6RF5nj,"Terima kasih atas kerja kalian, sya kecewa berat. Paket yang sya tunggu selama seminggu karna ditunda,terlambat, nunggu jadwal yg bener-bener kek anjg lalu dibatalkan karna hilang waktu transit hahaha. MAKANYA JANGAN NUNDA PAKET CUSTOMER! Saya sudah tidak tahu harus komplain bagaimana, kalo tidak bisa mengantar saat puasa lebih baik tutup biar ga jadi beban pikiran! Kalo dibolehkan tdk ada bintang, saya ga akan kasih anying",1,11,3.16.0,2022-04-05 14:18:13,,,3.16.0,1
c96c067c-49ce-4fbd-9b16-e34b80e8c90f,sucipto one003,https://play-lh.googleusercontent.com/a-/ALV-UjVyCIjrneWnnOc5HUmguxJfkQu64E7NY1yt7BxJPk1dy3hSbO1e,"suka suka kurirnya aja kurasa ngebatalin pesanan, sedangkan awak udah nunggu dirumah, kalo memang ga niat nganterkan barang kasih kurir lain, makin kesini makin ntah Cemana mana J&T EXPRESS ini",1,1,3.17.1,2025-11-09 10:37:39,,,3.17.1,1
cc64d934-7744-4ea1-a040-2d697d4daa56,Christin Delivia,https://play-lh.googleusercontent.com/a-/ALV-UjVerH_PYFljdDMoZxncQxoiRGS8ivYK8bF8xWu0l8-0qTjAPZbr-w,"Sistem COD mengecewakan, banyak alesan gak mau nerima paket (bayar ditempat). Alasan sistem lah, alesan takut dikembalikan, alesan tahun baru dll. JNT gudang pun mengecewakan, bilang tutup jam 8, tapi jam 7 ga mau nerima paket. TADI JAM 5:20 DI TOLAK ALESANNYA UDAH PENUH. SANGAT MENGECEWAKAN",1,0,V3.23.5,2024-01-12 18:54:34,,,V3.23.5,1
69763c5e-faeb-4d94-9f00-b5167e3184b7,Nderek Gusti,https://play-lh.googleusercontent.com/a-/ALV-UjW95vw63ODlCtHd21mOTmsu0mOmSUso05LYRUceXsmo_OrOBbGG,"Di wilayah saya j&t yg terbaik, cepat, konfirmasi paket, lacak paket pun mudah. Terima kasih j&t.",5,0,,2026-03-02 08:08:42,,,,0
f00c6bfa-a593-4255-b5aa-957a33944368,Sukma _bony,https://play-lh.googleusercontent.com/a-/ALV-UjXvHstG1v_5FYnDv__CJl0664FfGlWTCAneFdYdaKO-U3rIgr1l2A,"Drop point berhari-hari dilokasi yg sama, pada sistem tidak ada keterangan lokasi drop point, untuk pengecekan status drop point ke kantor jnt harus antri hingga 3 jam hanya untuk tau paket belum dapat diambil atau bukan lokasi drop point yg benar, cs selain menerima customer juga ikut mencari barang di gudang yg super duper lama, antrian 10 orang waktu pelayanan sampai 3 jam, tidak ada sistem cepat pengecekan drop point harus tetap antri tanpa kejelasan. kurir sering minta uang lebih dan retur.",1,43,V3.23.4,2023-12-31 04:40:30,,,V3.23.4,1
5063610d-31b0-4de6-803f-d97f451ccacc,Gua Zidan,https://play-lh.googleusercontent.com/a-/ALV-UjUOZsHEBdrqiO5JN0W9A-qZNwL5BKMhsApsy5czeLs7sY4MMmRu,"sangat kecewa untuk pengiriman jasa j&t, salah penyortiran 2x, paket tidak bergerak 2x, order dari tanggal 3 sampai sekarang belum sampai juga. pokoknya kecewa kirim lewat jasa j&t yang sangat lama. katanya expres? ini mah bukan expres tapi lemot.",1,12,3.9.1,2021-03-08 14:16:02,,,3.9.1,1
06952b12-12ce-4172-b42f-35e6a556acfe,Ramdhani Erwin,https://play-lh.googleusercontent.com/a/ACg8ocIKXhILx-qNmj6kbkdELPlIYWYZCI3HzPe3pnEu9vZaqLKZSg=mo,"Tumben J&T jd lelet, biasanya jg cepat banget. Saya pesan barang ditempat yg sama, tapi beda ekspedisi, dan ternyata sekarang J&T jd lambat. Kalah saing sama ANTERAJA yg sekarang jd cepat pengirimannya.",2,0,,2021-12-15 11:21:05,,,,1
02aa0002-aba4-4c6d-855c-9145440574af,Munir Khan,https://play-lh.googleusercontent.com/a-/ALV-UjXUj7iiTCzX97WScGS7phJTYcEe7DHP3uxw8CzIRVH9HfP8AvA,"Paspor saya hampir hilang lewat pengiriman ini, udah jelas pas ngirim dibilang dokumen (paspor), bisa-bisanya keselip kemana2. bisa kann kalau dokumen penting gitu dikasi tempat khusus kek, atau gimana lah gtu supaya aman dan tidak hilang. Ini sudah 10 hari ngak sampe² paketnya, apa ngak ketar ketir yang punya. ampunn dahh. Tolong lah diperbaiki layanannya !!! Ngak rekomendasi buat yg lain kalau mau kirim berkas dok. penting lewat ekspedisi. daripada hilang, ngurusnya susah.",1,43,V3.25.8,2025-05-09 06:37:42,,,V3.25.8,1
2990314f-d30a-482e-b544-2484f2bc6ff1,Cinta Putri,https://play-lh.googleusercontent.com/a/ACg8ocJLzOPetAvpHY_UrZhPWPwxjPIWKYcJIje1nlG-FtoFNW9B1A=mo,woii di harap paket gw cepet di kirim kslo paket gw udh di kirim gw kasih bintang 5,1,1,,2026-03-10 12:13:32,,,,1
9ddab3ff-1b81-47a3-9314-0603959ef710,SPV RESELLER,https://play-lh.googleusercontent.com/a/ACg8ocKtm28A2Mwxdh3VejjE9D7tZeSoCW2ggoaxfoY9mhCeCxcSKQ=mo,"SUMPAH JELEK BANGET, tulisan sudah di pick up padahal barangnya saja masih di lokasi. Tolonglah J&T SOP nya dibenerin kalo emang gamau ribet gausah aja pake tulisan pick up2. suruh aja cust anter ke drop point lu. bikin teknologi kok malah nyusahin!",1,14,V3.26.7,2025-11-06 11:11:29,,,V3.26.7,1
a35ea8fc-c4b6-4ab3-9868-713e74738643,Desprabu Prabu,https://play-lh.googleusercontent.com/a/ACg8ocL4Ym_9lukIjdfydTi-b--ohUccbiLFoHznoBjuRS0cXV9-Pg=mo,Bagus cepat,5,0,3.10.0,2026-02-11 17:19:06,,,3.10.0,0
cc77a7bb-01e1-489d-9f51-4be3932aaefb,Nesty Ayu,https://play-lh.googleusercontent.com/a-/ALV-UjVQrHoagZcKabV3OvnkJ_1naRCJRwMxS7uX_AmSlulumlbQ7T0,"Sangat buruk aplikasinya sering eror ketika sudah diisi alamat pengirim yang sudah benar sesuai kecamatan malah eror kota pengirim salah hadeh, solusinya di refresh terus dan harus login lagi. Jadi memperlama kerjaan.",1,95,V3.23.5,2024-03-27 15:10:38,,,V3.23.5,1
8be74645-b833-449f-9784-f9bd4fdc528c,Aditya danu Brata,https://play-lh.googleusercontent.com/a/ACg8ocIQfzw5XwwE6KHFNpkl9c7kp2qPqiE3PS2SWy7Y1m7pZEfirQ=mo,order pickup di rumah tp paket tidak diambil... di aplikasi Keterangan dalam pengiriman... apa yg dikirim? minta pembatalan katanya tidak ada refund... semoga segera tutup ya kak... bikin rugi orang saja...,1,5,V3.26.7,2025-10-31 16:32:57,,,V3.26.7,1
1d8ae114-9180-460c-b8d8-81914d261987,Idham Hanif Nurulloh,https://play-lh.googleusercontent.com/a-/ALV-UjVlznFjMHgulkI0kv2S0FUDKGbH-SBihbjqMcEek4FSPhfQlXU,"Maaf, semakin kesini pelayanan kurir nya semakin buruk. Tiap order pakai Jnt status pengiriman nya selalu di tuliskan telah di terima, tapi baru di kirim 1-2 hari kemudian. Tolong di tingkatkan lagi kurir nya.",1,0,3.0.3,2020-04-29 11:56:39,,,3.0.3,1
3a87c0b6-b63b-45ec-93e3-31d71b8af0ee,Nanang Mesuji,https://play-lh.googleusercontent.com/a-/ALV-UjUqNujMnluco0jbdNdov4my579_5FhnArLh6otYO2WLsTCR2ao,"EKSPEDISI JNT YANG ADA DI MESUJI LAMPUNG TEPATNYA DI ZIMPANG PEMATANG PARAH BANGET GAMAU ANTER PAKET SAYA PADAHAL UDAH DARI TANGGAL 13 OAKETNYA ADA DI GUDANG SAYA JUGA BUTUHIN PAKET ITU GA MIKIR APA ITU PAKETNYA PENTING APA NGGAK,TOLONG YA JNT DI PERBAIKI LAGI UNTUK KURIRNYA MASA GAMAU ANTER PAKET BESARAN DIKIT MIKIR DONG MIKIR",1,0,,2025-12-17 21:07:39,,,,1
4d2b6e45-91ab-4243-a400-9d23e42533f3,akun zaki,https://play-lh.googleusercontent.com/a-/ALV-UjU2ddWfYLbcEMVq7wATrsIfqD8PBlZ9moxP5xtRIuslyZXvGjM,"kerennnn kurir nyaaa,, salah kecamatan aja bisa sampai tujuan",5,0,,2026-01-27 12:21:54,,,,0
f03048bb-5a37-443a-882b-9b44b7c1b3f8,Bang Jam,https://play-lh.googleusercontent.com/a-/ALV-UjU6BOgf_CRJ9XxMgBEfcqqpAcGyigHe9-wPX7kPwNoiJ-n18Ql5,Terpercaya,5,0,V3.27.0,2026-01-17 02:10:02,,,V3.27.0,0
0b34c9a8-52c6-4fce-aee5-e2c21042a3b3,Gondal Gandul,https://play-lh.googleusercontent.com/a/ACg8ocKTNG9l8JNkCVicemThtFXOOTMItz57NOX2jTWlndTwN4rXBw=mo,"makin lambat, selalu penyortiran salah, sekarang yg kerja di jnt ampas , kurang profesional lagi",1,2,,2025-11-08 11:25:12,,,,1
efac7716-d425-413c-a860-535fa9422c64,Dimas Habib,https://play-lh.googleusercontent.com/a-/ALV-UjWncp3cfiUSbUYk920RD3HgXg3qNi9C1Ps_nV6B5-paX7pj3wPnWQ,"aplikasi lelet, terlalu bertele-tele, ga bisa diandelin buat keperluan urgent",1,8,V3.26.9,2025-11-24 11:28:08,,,V3.26.9,1
52e04522-41de-4d61-bc5f-79778ed09a0f,Shanty Ochie,https://play-lh.googleusercontent.com/a-/ALV-UjX7KGpRcvE7aZy-RVzW_6nT-EhSdngFWDEn_4azjx8fqe0NJvhDVw,"sumpah Demi apa pun mengecewakan selain molor updatenya pun ga sesuai, barang sudah di Terima nyatanya ga da, mending kalo belanja online posisinya ini kirim paket sendiri bayar ongkir sendiri tapi barang ga ada ntah kemana",1,1,,2025-11-14 15:01:50,,,,1
38168dc5-a4d7-436c-91a3-989de3b2c7ea,yafet tuejeh,https://play-lh.googleusercontent.com/a/ACg8ocKKnx5qMHkE5BEk8sNy4tQl_a1hispRxcOma1ymWhLtSGBp_9o=mo,the best,5,0,V3.23.4,2025-11-24 16:34:07,,,V3.23.4,0
e765b86c-186c-4265-bf10-44a638d9e706,aby salman,https://play-lh.googleusercontent.com/a-/ALV-UjV1Filk11ZyDKV2eLduj6QdSzaKFBnt7dWBgq38IHzWqaMta8q6,"Download aplikasi hanya untuk memberi review. Parahhhh.....3 hari posisi barang status nya belum berubah², dengan keterangan telah di kirim dari tempat sortir. 3 hari man ga berubah² !!!padahal masih dalam kota. Kontak via email ga ada penjelasan. Parahhh parahh parahhhh.....",1,30,3.14.0,2021-12-30 18:37:54,,,3.14.0,1
f57e6458-3cfd-438f-977e-d6aa6ad258e7,Uwais,https://play-lh.googleusercontent.com/a/ACg8ocJo-Puz4WegS7GRuCOCs6z5vyoqt5D5F7AnWdI7iP1S1T5H=mo,saya suka jnt karena kurir langganan saya orangnya ramah barang jg cepat sampai,5,1,V3.27.0,2026-02-03 15:51:41,,,V3.27.0,0
4dfe15f0-29c7-4702-8673-f0c52c777512,Zahra,https://play-lh.googleusercontent.com/a-/ALV-UjVFovrpL9NBehKnDOtcJyIY6-xweaxkjfqft_ptUJzuT2lTim4,"Dulu tiap order d shopee, selalu pke jnt. Tp skrg jadi jelek, lama, bahkan kurang teliti. Alamat paketku d prob malah dikirim ke jember, stlh nympe jember malah di kirim ke surabaya lg, gimana sih. Makin ga karuan. Lebih enak pke ekspedisi yg lainnya. Murah, nympenya cepet, ga ada kesalahan smpe sortir brang ke kota lain gitu. Kecewa 👎",1,0,,2021-09-26 14:41:28,,,,1
7ca8a7a4-9244-425b-b7a7-afb3e1ce024a,Oggzp 017,https://play-lh.googleusercontent.com/a-/ALV-UjVB2yVHIAINVr2Yc-p1yZKl_OGJ7J2tktmRfNx31XC4Z05G86k,pelayanan nya baik dan cepat respon,5,0,,2026-02-03 10:06:12,,,,0
510ea1f3-4ff2-446f-9d34-a4f0753e3925,I Putu Adi Purnawan (ADIP's),https://play-lh.googleusercontent.com/a-/ALV-UjXDVGqpuOryx7Qp_SJx6oFf-VYfnqvJ9Et_Fy7rVu7xL5ndlRjnyw,"AnterAja lebih bagus pelayanannya daripada JNT ini, kurirnya kenapa suka keep barabg orang lama-lama si? Tolong diedukasi lagi, kalau kekurangan tenaga rekrut lagi lah, jangan hanya karena ingin meminimalisir pengeluaran jadi pelanggan yang kena imbasnya, paket saya udah 3 hari dibawa sama kurir, ga dikirim, padahal pada aplikasi udah ada keterangan pesanan telah diterima, tapi paket ga saya terima juga sampai saat ini. Molor 5 hari dari waktu estimasi, kalau ada nilai bintang -5 saya kasi deh",1,45,3.13.0,2021-08-13 13:21:37,,,3.13.0,1
8ed728f8-1c15-45be-9f09-926e794b9e51,Muhammad Zaen,https://play-lh.googleusercontent.com/a-/ALV-UjXXauxgnKfoK3f60a8dRydhn4vi2OMY_uwgTWPcW2EaBj7KSBtuAg,"Tolong Petugas dan kurir j&t ini dikasih pelatihan lag. bekerja itu selain cari untung, tapi tanggung jawab tidak kalah penting. Barang hilang di j&t. saling lempar. Keliru input ongkir, saya rugi. Hanya minta maaf. Paket tiktok sering retur, karna kurirnya ceroboh. Sering dapat WA dr pembeli belum dapat paket tp sdh diretur.",1,2,V3.26.9,2025-12-13 07:05:45,,,V3.26.9,1
6492972a-f04f-47a9-afe7-9fc61ac2503b,Kadek Bimantara,https://play-lh.googleusercontent.com/a-/ALV-UjWA_j-xcDwqJoXDCdfz2juldhSmFF1IbNWm0EPQH_GExdDkH3e8,"mohon maaf jnt kalau nyari kurir tolong cari yang niat bekerja, kusus nya si Yasintus Ndondong ente niat kerja apa tidak? paket ga pernah di antar terus ente bilang paket di tolak pembeli, orang ini bekerja di jnt daerah pererenan Canggu bali, Tolong di pecat saja karena tidak ada niat bekerja, next kalau nyari pekerja khusus nya kurir cari yg niat bekerja bapak/ibu HRD jnt yg terhormat",1,0,V3.27.0,2026-01-26 05:49:21,,,V3.27.0,1
62be6130-3a3c-44b5-aa28-70fec86aed31,Anindyta Trisna,https://play-lh.googleusercontent.com/a/ACg8ocKFQeQChe3HGCn5XmCCmTNoME3is5XuKywCJmsXCcTWIQV8kg=mo,jnt grobogan mntp👍,5,0,V3.27.2,2026-03-04 16:26:37,,,V3.27.2,0
cc35b4b5-0eb9-4b16-abda-c9f21cf34c5a,Belva Fahim,https://play-lh.googleusercontent.com/a/ACg8ocKPGcFRHPUtN9uNvYj6cpKPbLG-l1av6UPrO05LoltcHdif6g=mo,barang hilang. proses lama. ribet. ganti cuman 10x ongkir karna ga ada asuransi nya. ga kaya di expedisi lain tanggung jawab sat set J&T lemot. kalo bisa milih expedisi lain dari tiktok mending pilih yg lain aja guys jngn j&t,1,1,,2025-11-21 10:53:55,,,,1
b5837115-d51a-4b33-bd3c-4ced6d78e458,JU Project Youtube Official,https://play-lh.googleusercontent.com/a-/ALV-UjVhO90kb-m-ep2mZMQUpQ-yUzm2s7h-SZFnOTbEH4N-AY5D56U,"cape berlangganan JNT masa kurir gk mau nganterin paket , terus di status beralasan pengiriman gagal sampe paket di balikin ke penjual !! padahal udah nunggu nunggu !! payah 👎",1,0,,2025-12-08 20:02:35,,,,1
67b3d794-8b5c-4f17-99a8-db8c651397df,Roytonicandra. Pasaribu,https://play-lh.googleusercontent.com/a-/ALV-UjUscnHWaYTafp5DXoNlntBUj5WCJlGtgeEmfy70Mrj0hnncEVo,sangat menyenangkan aplikasinya,5,0,V3.23.4,2026-04-08 07:14:58,"Hi, Kak Roytonicandra. Pasaribu. Terima kasih atas rating dan review yang telah diberikan. Kami akan terus berupaya memberikan layanan terbaik bagi pelanggan. Apabila di kemudian hari terdapat kendala atau hal yang ingin disampaikan, silakan menghubungi WhatsApp kami di +62 811-8466-188 atau melalui email di jntcallcenter@jet.co.id",2026-04-08 15:04:53,V3.23.4,0
0adb053b-ed06-414a-b14f-90a0b40d056c,Maula Mutiara 22 XI K,https://play-lh.googleusercontent.com/a/ACg8ocI03RqNgSP6vO5_NEILR7AV5P-EaGF1CoLPxZt3TFr30tuMpA=mo,"mau pengiriman sameday atau nextday sama aja, nganternya juga mood mood-an suka suka para pekerjanya. tolong dong, harganya sudah beda loh. merugikan banget deh",1,0,,2026-02-04 11:58:13,,,,1
c6b920ce-e370-412a-b7c5-ab7c2aa9797c,Lugus Celcius,https://play-lh.googleusercontent.com/a-/ALV-UjWd9Znd-eq74URkQLwe1Rnxg6ufBKpjL4GKremC73qEcizQl79K,Paket sudah 7 hari status hanya perjalanan. Komplain tidak ada jawaban. 2 barang sama. Kalau memang teknis pasti 1 kesalahan. Kenapa ini dua duanya padahal beda paket. Nilai nya juga 10juta setiap barang... Hadeh #JNTDOWN,1,27,3.13.2,2021-10-03 23:42:01,,,3.13.2,1
eff602e3-928b-4a39-95d5-6f5256110416,Andri Wijayanto,https://play-lh.googleusercontent.com/a/ACg8ocJ8tF_we3694gfXrpTUrZCeZHhTyMDIx3uep00XwIDGJyguNw=mo,"Kecewa sekali, cukup sekali aja order by app jnt. sdh order minta pick up, di aplikasi harga nya sekian dan dpt potongan diskon, eh pas di pick up,sama kurirnya ditagih harga beda lebih mahal dan katanya gak ada potongan diskon, jd merasa tertipu, kapok euy Beda bgt sama anteraja, udah pick up sesuai jadwal, diskon nya gak pernah boongan, jnt app bye, uninstall langsung deh",1,0,,2021-10-16 10:28:33,,,,1
75104e05-7f13-42f4-b278-a99ef01c9c4c,Kiki Restiani (Restiani),https://play-lh.googleusercontent.com/a/ACg8ocIG_04cIAWKIOSIeS0YylnpJBh6FpoiT9ktuK1_0WG0sPCtcQ=mo,"J&t emang keterlaluan,masa paket saya sudah di siapkan tinggal di pickup,eh dilaporan nya malah gagal di pickup paket sedang disiapkan ,padahal gak ada satupun kurir yang datang buat jemput.aneh emang....bisa2 nanti paket buat pembeli ke saya bisa di cancel sama pembeli,dan parahnya lagi CS nya di telpon ngangkat nya lama bener,bisa habis pulsa gw,di chat ke wa balesan nya kagak ada.aneh woiiiii....perbaiki tu sistem nya.akhirnya kita yg disalahin costumer.",1,0,3.11.0,2021-07-14 12:22:39,,,3.11.0,1
3790517c-21f9-4cad-bc2b-dafd00e92cd5,Arie Prasetyo,https://play-lh.googleusercontent.com/a-/ALV-UjXnlIQsAntxkGS3VxvQEx3UysvoRQse0uQEjeq2jeRf1KzfBXg,"Parah jnt, pelayanan chat ok fast respon tapi tidak menyelesaikan masalah. Uang COD masuk nya lama di tahan. Hampir seminggu masa. Paket sudah di terima sama penerima dan sudah di fotokan juga. Kagak amanah parah. Ga lagi deh pakai jnt..ampun..",1,0,,2023-01-29 17:03:22,,,,1
a9caca1a-6471-4c1c-8cba-ff5d38ae71d1,Asrika D,https://play-lh.googleusercontent.com/a-/ALV-UjXXrrZdEHJF8DfGtUlHp8jfxjLA5b7xUFje-0Qog8JoxiemUebybQ,"Pengiriman lama sekali, beberapa kali tercancel. Sudah terhitung seminggu paket tidak sampai-sampai. Untuk apa paket diantarkan pada pukul 1 dini hari jika sampai pukul 10 malam belum sampai juga? Apa tidak berfikir nasib para seller yang menunggu barang untuk customer nya? Kita menggunakan jasa kalian juga mengeluarkan uang. Tolonglah saling menguntungkan. Heran, makin lama kok semakin jelek saja jasa nya. Jangan sampai pelanggan pindah ke pengiriman sebelah👎.",1,0,,2022-01-24 18:20:59,,,,1
3cdaec27-6508-4420-b46c-5895e033d686,Reza Zakaria,https://play-lh.googleusercontent.com/a-/ALV-UjUi3OvuP1QzH9QREt0Ep61YQ5U62cu-Rzy9CrSQVQ9WBO9Bhs4,pengiriman lama gak akan pake jasa pengiriman ini lagi paket hampir 1 bulan gak datang2,1,1,V3.27.3,2026-03-24 09:11:58,,,V3.27.3,1
299589ff-890e-45c6-8a2a-5df9d2321b8a,Its RH,https://play-lh.googleusercontent.com/a-/ALV-UjUXHbyu5eX4Ha5N9KOLQKj_J_CR_ZMU3JwEiAx6DqzvBpF3qys,jos,5,0,,2026-04-02 19:35:44,,,,0
5f771270-4d50-4367-ade8-c504d5d76fa7,Nurliana Sadikin,https://play-lh.googleusercontent.com/a-/ALV-UjXOvbIMGtlpooY16TGIkPxUDkNq4433uM7HonLssZBy9bGPuUE,apk jelek banget setiap order pickup ga pernah ada yang ambil,1,0,V3.26.9,2025-12-11 20:48:46,,,V3.26.9,1
d16deb46-1d82-467d-900b-39de92ceaa59,Bagas Ganteng,https://play-lh.googleusercontent.com/a-/ALV-UjWhlMnJj4_ftDW5fNz1XcbfpYWua3RG0mpJCULLFSFLXQsq3sI,ngga ada bokep nya💔,5,0,,2026-03-13 12:44:46,,,,0
24c5f8a9-aba7-4772-9aa7-6e2941100312,iksa marliana,https://play-lh.googleusercontent.com/a/ACg8ocLY-VAqn5PiMYl80oWuuzhFVgqu12hVEdTvLOYmfJkJ6zPLug=mo,udah bagus jnt skrg pengirimanya cpt bgtt juga,5,0,V3.27.2,2026-03-12 11:37:29,,,V3.27.2,0
be3e34b2-6ee3-458b-ab95-84cb80c8ef70,Farhan Alfarisi,https://play-lh.googleusercontent.com/a/ACg8ocK5bxDgyckq-V_ElnlMUEv-Ai3aAxuyGLW5ULGtMyRUVB2CeQ=mo,tidak bertangung jawab dan tidak amanah,1,0,V3.27.0,2026-03-19 12:21:00,,,V3.27.0,1
e05852ff-42b3-40d9-80c6-61beb64566dd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kecewa sih, barang lama nyampe. Padahal barang uda pesan jauh-jauh hari. Biasa dari medan ke asahan cuma 3hari, ini bisa sampai seminggu lebih. Malah saya yg ambil paketannya sendiri ke pusatnya.. Agak kesel dan kecewa gitu sih..",1,7,3.3.1,2019-11-12 09:52:09,,,3.3.1,1
e235b544-4490-4a4d-9e74-2c57362044df,Riiskaa,https://play-lh.googleusercontent.com/a-/ALV-UjXBlmIi8A9WH_tbdbSujvPtT0PdQoN6LgpzEWluTrJOEs3niQy7,"Kalo bisa setiap pemberhentian itu dikasih nomor telepon biar pas paketnya macet lgsg hubungi gateway nya, Dan lagi, kalau mencantumkan nomor telepon, kalo bisa itu yg udah aktif whatsapp nya, kan klo datangnya msi lama bisa koling² dulu klo mau kelaur.",4,0,3.4.0,2020-12-01 19:42:38,,,3.4.0,0
93e51221-ab9f-4747-a4a8-3ed2bb98e6cb,naelz icel,https://play-lh.googleusercontent.com/a/ACg8ocLxY0SaHWxT6GwUSQTlOhdg_mTpZpykzcCQA1SKHUgnFbpwE7Y=mo,"lambaaaat, pengiriman antar kabupaten dalam provinsi aja hampir seminggu!!",1,0,,2026-02-18 13:41:10,,,,1
622e1df4-f272-4744-8087-9cad2bb59b9b,Dian Apriana,https://play-lh.googleusercontent.com/a-/ALV-UjUD4crACZrPgRf0tUqEnqzkutfrK0lY0e8Xk-C-E4erubT9_dU,"sebel banget, ga bisa di uninstall😠😤",1,0,3.10.0,2026-01-21 17:17:42,,,3.10.0,1
